771	222
332	697
939	976
539	72
326	396
264	882
301	171
582	832
429	72
771	285
78	900
803	187
602	202
771	582
771	179
332	697
819	277
139	330
771	969
206	155
230	811
519	421
137	791
269	366
93	202
83	799
445	931
850	708
42	435
771	206
643	159
582	356
964	75
571	171
345	202
797	517
834	896
586	807
539	541
844	533
312	139
868	441
42	242
850	269
397	768
206	959
280	896
912	269
123	332
659	136
285	332
771	476
519	76
143	892
944	139
405	787
876	707
771	21
459	788
799	541
797	708
175	72
771	669
677	537
182	795
813	266
771	698
862	96
797	775
800	396
768	827
829	514
155	517
272	706
269	396
519	582
787	153
834	830
159	850
917	139
797	943
819	838
48	137
787	139
429	708
269	656
643	549
771	461
53	163
860	371
771	704
829	332
272	466
143	76
771	834
771	901
515	663
787	803
787	460
191	927
927	615
860	332
445	393
928	544
771	397
208	423
866	136
137	349
151	83
860	278
813	42
803	137
800	249
640	645
159	285
797	429
797	813
771	517
834	206
901	787
397	805
413	153
896	436
413	139
771	933
844	332
834	76
829	622
771	269
429	593
977	517
961	977
829	881
692	441
269	115
644	961
771	803
285	139
519	803
803	773
468	791
896	140
519	768
921	334
143	137
551	517
348	504
519	185
402	91
32	426
143	139
460	72
296	401
803	933
298	72
452	769
42	898
693	202
108	179
264	644
137	187
836	202
850	265
159	775
137	392
768	615
143	264
519	647
280	741
928	756
924	775
797	820
917	198
143	619
943	902
405	937
797	492
539	285
445	306
159	549
803	834
397	264
582	820
924	864
771	850
397	92
771	304
813	279
771	272
397	76
143	210
803	679
868	332
399	184
602	478
535	557
933	200
551	171
803	896
108	187
768	404
634	515
1006	139
995	279
460	285
771	171
771	963
771	799
771	927
771	269
771	533
896	838
519	827
850	578
680	408
901	912
519	703
394	269
535	9
797	221
771	139
139	677
995	104
896	171
984	680
643	916
799	163
269	209
977	139
797	246
850	793
771	519
771	331
803	285
813	161
896	282
771	397
716	676
928	91
876	29
912	271
397	537
397	709
771	876
313	342
301	179
675	269
896	295
787	348
974	269
437	91
143	838
998	900
896	472
397	831
397	163
901	169
264	896
151	844
896	927
928	277
797	447
272	775
83	202
771	179
269	833
901	644
143	813
643	282
768	515
797	512
768	775
519	791
834	279
206	42
285	334
460	647
892	210
140	658
771	269
829	271
159	739
206	502
143	329
582	269
91	831
834	80
214	919
515	202
797	380
816	407
644	163
771	1022
571	757
860	725
399	147
771	332
787	959
725	140
460	827
829	896
76	531
771	139
397	896
901	269
896	293
800	139
397	582
107	606
771	410
771	397
771	116
515	226
860	775
959	26
771	961
797	724
397	660
91	775
167	303
803	208
771	517
519	787
928	293
397	153
413	147
143	784
312	453
143	571
768	109
943	399
528	72
402	139
771	787
643	283
771	445
143	787
397	78
834	899
896	153
92	332
834	171
206	557
903	156
803	332
298	645
771	81
644	391
771	163
153	719
143	399
771	271
397	218
158	139
139	577
771	80
787	966
89	551
901	147
797	896
205	155
644	544
329	407
397	519
771	413
803	959
659	803
557	645
644	240
329	640
819	834
974	332
797	238
254	833
850	139
238	285
296	517
844	881
601	672
921	153
437	107
771	382
279	163
771	328
598	791
943	756
272	828
567	834
834	140
147	141
331	606
535	270
713	1009
771	293
397	364
787	927
397	669
797	429
829	301
143	399
296	118
468	892
402	136
771	519
582	57
803	858
159	488
515	279
771	397
866	139
143	167
394	961
771	819
143	866
539	896
602	91
834	269
445	348
771	927
901	332
285	114
797	364
76	152
582	285
143	709
42	378
397	88
660	49
372	517
892	544
803	429
771	775
901	775
771	535
860	139
397	108
771	927
771	89
860	431
787	990
143	596
833	661
397	912
729	168
397	549
990	645
803	58
415	404
413	301
834	838
771	264
421	79
771	394
582	271
680	75
303	267
771	143
312	798
329	269
659	283
206	224
787	428
76	795
206	293
850	202
500	399
397	206
539	301
903	142
784	204
901	541
578	210
139	234
143	137
555	394
771	264
301	665
242	276
961	91
797	547
264	200
834	287
771	920
797	997
771	206
519	175
860	1002
771	791
460	395
797	829
771	640
834	1016
771	314
662	800
803	285
582	218
519	200
397	787
167	402
797	80
813	85
787	551
860	576
394	80
92	72
153	928
797	612
771	214
896	900
582	647
519	400
771	741
296	171
397	140
676	156
834	896
200	898
943	202
1006	267
803	254
797	803
519	907
535	76
741	640
48	277
787	834
901	309
397	410
729	223
896	966
187	136
903	205
269	672
551	774
1016	1010
519	664
771	819
901	159
26	513
961	640
413	287
519	832
397	730
693	72
829	431
643	797
301	684
397	587
177	415
445	680
829	486
143	896
819	92
397	892
107	372
829	793
421	274
460	596
582	912
771	330
277	42
167	238
813	172
42	271
303	80
771	397
771	539
179	537
771	277
819	709
771	784
269	480
137	72
797	301
829	72
961	184
269	348
797	582
944	172
771	155
397	519
896	515
472	202
797	963
901	191
984	59
803	677
421	642
397	917
961	846
643	927
771	183
108	310
582	137
866	927
797	943
803	287
137	72
896	728
771	518
254	811
803	277
892	531
537	774
771	834
896	715
912	924
539	413
771	955
882	226
771	399
567	645
771	108
675	271
896	903
643	582
838	144
582	76
860	598
399	517
803	139
706	364
771	187
771	234
771	413
397	896
519	246
222	271
13	791
460	684
797	645
81	269
288	961
261	85
280	551
356	672
800	328
771	771
151	896
771	397
771	860
183	202
147	303
353	136
137	104
183	517
787	819
143	643
183	234
369	573
896	155
797	202
264	456
771	768
535	332
901	155
84	912
471	628
185	202
143	515
944	914
771	377
206	92
964	492
771	410
819	762
901	112
803	271
919	184
829	912
264	644
271	775
961	799
797	896
643	784
324	158
797	139
825	549
157	537
84	293
72	168
797	787
771	460
309	900
518	139
805	661
413	834
787	269
101	25
397	194
610	201
76	139
296	768
813	531
896	218
143	282
151	470
143	944
97	515
803	202
803	944
72	104
771	159
741	517
911	927
143	959
460	588
460	108
198	277
800	769
100	311
771	912
535	656
912	153
819	332
771	76
866	412
834	582
264	673
784	42
797	139
912	944
659	139
441	226
539	413
866	515
917	803
771	541
771	26
519	803
269	155
860	775
834	582
771	896
568	563
903	58
898	303
214	396
269	399
771	145
539	846
927	147
771	768
139	210
429	80
397	264
771	528
787	995
269	139
787	137
659	201
771	539
143	331
397	882
901	787
644	709
551	99
771	206
800	671
787	927
143	396
928	139
159	202
917	632
296	518
771	860
519	813
202	144
143	218
771	834
269	85
912	469
803	775
519	139
571	573
787	148
413	317
692	271
771	819
269	287
397	927
644	807
159	660
405	415
13	936
147	72
598	139
803	75
76	42
329	84
803	269
413	88
280	493
768	366
803	784
97	898
537	596
797	242
963	250
813	803
413	659
210	80
151	399
397	95
407	707
582	139
519	399
397	834
397	797
771	161
421	645
151	768
519	834
961	799
917	912
534	139
139	645
269	799
850	303
771	517
277	531
272	139
797	269
413	279
866	864
768	515
535	644
551	72
280	989
448	775
977	768
813	299
771	866
768	858
304	582
405	460
771	29
76	924
198	543
771	598
397	713
664	461
269	518
269	26
439	72
813	295
397	206
797	935
803	675
264	831
397	167
348	267
348	775
429	184
535	832
834	277
582	147
882	269
124	677
222	580
405	269
664	269
771	301
912	683
551	829
834	928
771	301
771	661
768	530
944	396
819	348
829	134
764	267
716	340
143	206
519	75
927	348
484	554
921	787
429	896
771	287
137	559
990	775
246	88
169	951
515	91
421	340
834	823
709	903
803	644
675	860
75	881
429	927
896	534
771	578
317	139
803	896
787	429
797	406
775	202
834	943
866	83
799	33
771	264
535	644
896	799
980	25
541	710
159	834
45	661
963	517
977	147
927	537
405	269
415	899
42	275
803	206
539	787
771	269
771	139
76	543
397	535
519	394
143	332
659	882
803	403
771	104
928	139
771	399
787	392
787	575
143	153
771	768
797	775
771	519
797	671
397	84
964	896
927	645
264	271
771	797
797	515
671	139
328	512
892	83
272	768
108	75
393	301
705	155
143	578
551	896
928	163
232	811
819	442
771	405
797	917
143	200
797	159
771	169
519	74
539	709
151	380
771	17
518	407
76	458
660	202
429	269
405	959
816	703
771	829
803	582
803	598
575	925
896	324
803	303
771	980
977	156
171	693
771	661
206	145
434	827
771	91
644	147
264	269
787	565
397	844
84	928
896	610
476	533
214	124
896	788
53	269
771	771
143	80
799	364
153	43
519	772
137	140
771	988
397	143
519	133
271	904
676	836
167	896
519	866
271	665
539	834
206	512
598	517
993	271
865	502
519	76
706	75
876	896
803	796
813	301
468	804
100	179
280	271
206	553
582	773
277	512
614	769
618	517
460	458
143	512
582	171
470	775
771	317
407	41
797	580
896	139
803	271
771	582
410	677
265	78
834	798
771	961
771	565
771	140
901	537
725	515
771	644
280	866
538	863
834	661
405	74
598	394
896	393
139	645
645	517
535	139
771	896
442	550
296	202
866	640
771	743
696	267
866	409
411	537
578	626
515	399
771	797
519	191
771	771
582	538
519	573
829	550
519	787
287	838
397	397
535	72
771	139
340	141
797	405
912	928
961	474
492	537
980	961
834	517
519	531
413	696
397	775
964	58
1012	80
771	979
771	397
644	274
535	202
630	515
964	301
200	64
535	175
896	334
961	155
787	803
819	865
535	813
460	943
771	896
163	533
72	114
519	927
876	426
143	159
676	346
797	615
771	143
437	183
993	730
519	896
206	72
296	266
706	163
813	903
787	171
143	458
547	537
771	771
551	670
911	664
519	206
771	961
332	677
866	825
771	903
771	517
959	409
771	850
803	139
264	151
519	163
83	517
919	807
539	917
961	75
81	829
429	269
321	396
771	550
519	94
332	196
803	339
709	269
139	695
175	80
797	834
709	638
803	844
216	269
787	696
771	787
771	202
993	399
771	683
308	772
519	426
961	800
961	75
771	834
771	769
771	149
543	218
933	426
143	76
232	396
634	72
771	933
429	314
143	609
437	171
815	924
555	202
393	64
813	139
76	836
620	93
943	267
798	673
771	254
137	335
797	271
803	394
643	896
447	308
17	517
993	107
586	348
602	72
928	319
567	78
829	866
519	660
92	179
771	96
137	283
696	99
901	912
645	171
413	602
771	663
413	139
990	269
803	269
768	293
771	803
797	285
797	72
317	839
519	925
159	205
541	616
492	330
797	425
143	787
582	928
551	720
429	959
413	803
787	114
269	271
567	784
675	834
675	169
771	281
332	728
787	76
850	75
797	405
410	800
437	393
397	269
571	460
143	896
460	671
961	77
194	553
143	813
829	996
602	514
551	550
933	834
771	928
222	269
264	67
397	238
795	72
151	582
143	927
644	990
143	665
264	147
787	775
519	396
582	944
803	172
519	143
882	317
151	803
429	977
741	279
296	269
771	830
803	147
397	271
866	269
405	125
771	61
771	395
896	676
797	167
787	234
143	816
397	901
266	80
850	578
535	644
519	924
771	775
834	896
534	80
397	645
844	896
771	849
185	142
541	142
771	72
539	431
18	858
269	632
266	144
912	75
519	834
329	866
460	431
460	72
85	916
912	768
669	76
961	75
153	645
539	324
771	990
912	665
797	41
151	557
787	147
876	171
803	951
860	423
831	72
413	892
274	171
834	271
143	145
956	171
519	551
460	963
269	277
901	993
797	582
829	271
771	541
535	169
771	860
397	933
866	640
771	142
831	171
397	147
216	285
787	76
834	834
429	147
139	487
397	108
397	332
535	419
677	838
933	279
912	399
926	362
518	775
151	425
476	833
829	282
340	997
139	234
397	151
996	584
643	139
143	667
993	482
317	139
332	533
924	155
959	269
771	175
159	200
787	697
309	431
896	515
143	208
169	727
246	77
771	917
771	290
258	218
413	555
771	535
643	787
896	645
269	693
272	675
896	409
787	447
563	271
833	139
397	829
